caseid2019,Duration,weight,weight_pop,xgh1,xd1i,DeviceType2,B2,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,EF5A,EF6A_a,EF6A_b,EF6A_c,EF6A_d,EF6A_e,EF6A_f,EF6A_g,EF7_a,EF7_b,CV1,CV2,CV2A,CV4_a,CV4_b,CV4_c,CV4_d,CV4_e,CV5,CV11,CV11A,CV8,CV12,CV12A,CV13A,CV13B,CV14,CV15,CV16_a,CV16_b,CV16_c,CV16_d,CV16_e,CV17,K5A,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,pprent,ppstaten,PPT01,PPT1317,PPT18OV,PPT25,PPT612,ppwork
11177,337,.5033,30199.2537,"Pay rent","No","iPhone","Just getting by","No","No","No","No","No","Using a payday loan, deposit advance, or overdraft","No","No","Able to pay all bills",,,,,,,,"Very confident","Very confident","Employed","None","20 or more","No","No","No","Yes","No",,"Not enough precautions","No effect on the amount you work at your job","About the same","No","No",,,"No","No","Did not apply for and did not receive","Received","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive",,"No",36,"35-44","30-44","HIGH SCHOOL GRADUATE high school DIPLOMA or the equivalent (GED)","High school","White, Non-Hispanic","Male","Yes",7,"A one-family house attached to one or more houses","$5,000 to $7,499","Living with partner","Metro","Midwest","East-North Central","Rented for cash","il",0,2,2,1,2,"Working as a paid employee"
11179,1699,.9901,59406.8037,"Pay rent","No","Mac","Doing okay","Put it on my credit card and pay it off in full at the next statement","No","No","No","By borrowing from a friend or family member","No","No","No","Able to pay all bills",,,,,,,,"Very confident","Very confident","Employed","All",,"No","No","No","No","No",,"About the right amount of precautions","No effect on the amount you work at your job","About the same","No","No",,,"No","No","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Received",,"No",35,"35-44","30-44","Professional or Doctorate degree","Bachelor's degree or higher","White, Non-Hispanic","Female","Yes",1,"A building with 2 or more apartments","$100,000 to $124,999","Never married","Metro","West","Pacific","Rented for cash","ca",0,0,1,0,0,"Working as a paid employee"
11183,93,.7316,43895.2403,"Own your home free and clear (without a mortgage or loan)","Yes","WinPC","Living comfortably","Put it on my credit card and pay it off in full at the next statement","No","No","No","No","No","No","No","Able to pay all bills",,,,,,,,"Moderately confident","Moderately confident","Not employed and not looking for a job",,,"No","No","No","No","No",,,,"About the same",,,,,,"No","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive",,,71,"65-74","60+","Bachelors degree","Bachelor's degree or higher","White, Non-Hispanic","Male","No",2,"A one-family house detached from any other house","$250,000 or more","Married","Metro","West","Pacific","Owned or being bought by you or someone in your household","ca",0,0,2,0,0,"Not working retired"
11185,248,.6711,40264.2763,"Pay rent","No","WinPC","Doing okay","No","No","With the money currently in my checking/savings account or with cash","No","By borrowing from a friend or family member","No","By selling something","No","Able to pay all bills",,,,,,,,"Very confident","Very confident","Employed","None","6 to 9","No","No","No","No","No",,"About the right amount of precautions","No effect on the amount you work at your job","About the same","No","No",,,"No","No","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive",,"No",38,"35-44","30-44","Some college, no degree","Some college","Hispanic","Male","Yes",2,"A building with 2 or more apartments","$50,000 to $59,999","Separated","Metro","Northeast","New England","Rented for cash","ct",0,1,1,0,0,"Working as a paid employee"
11188,366,1.2399,74391.1018,"Pay rent","No","WinPC","Living comfortably","Put it on my credit card and pay it off in full at the next statement","Put it on my credit card and pay it off over time","With the money currently in my checking/savings account or with cash","Using money from a bank loan or line of credit","No","No","No","No","Able to pay all bills",,,,,,,,"Very confident","Very confident","Employed","None","10 to 19","No","No","No","Yes","No",,"Not enough precautions","No effect on the amount you work at your job","Somewhat lower","No","No",,,"Yes","No","Applied for but not received","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive",,"Yes, borrowed money",40,"35-44","30-44","HIGH SCHOOL GRADUATE high school DIPLOMA or the equivalent (GED)","High school","Black, Non-Hispanic","Male","Yes",1,"A one-family house detached from any other house","$20,000 to $24,999","Never married","Metro","South","South Atlantic","Rented for cash","nc",0,0,1,0,0,"Working as a paid employee"
11189,244,.7652,45910.7557,"Pay rent","No","WinPC","Living comfortably","No","No","With the money currently in my checking/savings account or with cash","No","No","No","No","No","Able to pay all bills",,,,,,,,"Very confident","Very confident","Employed","None","20 or more","No","No","No","No","No",,"About the right amount of precautions","No effect on the amount you work at your job","Somewhat higher","No","No",,,"No","No","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive",,"No",56,"55-64","45-59","HIGH SCHOOL GRADUATE high school DIPLOMA or the equivalent (GED)","High school","White, Non-Hispanic","Male","Yes",2,"A one-family house detached from any other house","$60,000 to $74,999","Married","Metro","Midwest","East-North Central","Rented for cash","mi",0,0,2,0,0,"Working as a paid employee"
11191,389,.9529,57174.8145,"Own your home with a mortgage or a loan","No","iPhone","Doing okay","No","No","With the money currently in my checking/savings account or with cash","No","No","No","No","No","Able to pay all bills",,,,,,,,"Very confident","Very confident","Employed","All",,"No","No","No","No","No",,"About the right amount of precautions","No effect on the amount you work at your job","About the same","No","Refused",,,,"No","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive",,"No",56,"55-64","45-59","Some college, no degree","Some college","White, Non-Hispanic","Female","Yes",4,"A one-family house detached from any other house","$125,000 to $149,999","Married","Metro","Northeast","Mid-Atlantic","Owned or being bought by you or someone in your household","pa",0,0,4,0,0,"Working as a paid employee"
11194,168,.7494,44962.575,"Own your home free and clear (without a mortgage or loan)","Yes","WinPC","Doing okay","Put it on my credit card and pay it off in full at the next statement","No","No","No","No","No","No","No","Able to pay all bills",,,,,,,,"Very confident","Very confident","Not employed and not looking for a job",,,"No","No","No","No","No",,,,"About the same",,,,,,"No","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive",,,72,"65-74","60+","HIGH SCHOOL GRADUATE high school DIPLOMA or the equivalent (GED)","High school","White, Non-Hispanic","Male","Yes",2,"A one-family house detached from any other house","$60,000 to $74,999","Married","Metro","Midwest","East-North Central","Owned or being bought by you or someone in your household","wi",0,0,2,0,0,"Not working retired"
11195,188,.9942,59654.5029,"Pay rent","No","AndroidPhone","Just getting by","No","No","No","No","No","No","By selling something","I wouldn't be able to pay for the expense right now","Able to pay all bills",,,,,,,,"Slightly confident","Slightly confident","Not employed, but looking for a job",,,"Yes","Yes","Yes","No","No","Yes, employer expressed this is temporary but did not provide a return date","About the right amount of precautions",,"Much lower","No","No",,,"No","No","Applied for but not received","Received","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive",,"No",34,"25-34","30-44","HIGH SCHOOL GRADUATE high school DIPLOMA or the equivalent (GED)","High school","White, Non-Hispanic","Female","Yes",4,"A one-family house detached from any other house","$50,000 to $59,999","Married","Non-Metro","Midwest","West-North Central","Rented for cash","mo",0,1,3,0,0,"Working as a paid employee"
11197,347,.767,46019.4823,"Own your home with a mortgage or a loan","No","AndroidPhone","Refused","Put it on my credit card and pay it off in full at the next statement","No","No","No","No","No","No","No","Able to pay all bills",,,,,,,,"Very confident","Very confident","Self-employed","None","1 to 2","Yes","Yes","No","Yes","No","No, do not expect to return to the same employer","About the right amount of precautions","No effect on the amount you work at your job","Somewhat higher","No","No",,,,"No","Received","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","Did not apply for and did not receive","About the same","No",35,"35-44","30-44","HIGH SCHOOL GRADUATE high school DIPLOMA or the equivalent (GED)","High school","White, Non-Hispanic","Male","Yes",4,"A one-family house detached from any other house","$35,000 to $39,999","Married","Non-Metro","Northeast","Mid-Atlantic","Owned or being bought by you or someone in your household","ny",0,0,2,1,1,"Working self-employed"
