Date of data,Commodity code,Commodity,Trading partner code,Trading partner,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",307,Italy,16,Number of item,31477,Kilogram,"801,641"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",309,Netherlands,13,Number of item,27483,Kilogram,"794,666"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",310,Greece,1,Number of item,2166,Kilogram,"39,933"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",311,Portugal,8,Number of item,16705,Kilogram,"326,225"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",312,Spain,38,Number of item,81952,Kilogram,"1,506,747"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",315,Austria,19,Number of item,41065,Kilogram,"812,073"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",318,Finland,28,Number of item,58868,Kilogram,"1,172,704"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",321,Hungary,26,Number of item,56138,Kilogram,"1,094,544"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",322,Iceland,4,Number of item,8664,Kilogram,"159,538"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",324,Malta,2,Number of item,4332,Kilogram,"81,270"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",326,Norway,126,Number of item,272938,Kilogram,"5,527,251"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",327,Poland,15,Number of item,31689,Kilogram,"635,703"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",328,Romania,12,Number of item,25547,Kilogram,"501,584"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",330,Sweden,172,Number of item,370516,Kilogram,"6,973,300"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",331,Switzerland,41,Number of item,89103,Kilogram,"1,939,319"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",344,Russia,1,Number of item,2197,Kilogram,"43,560"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",352,"Czechia(Czech Republic)",3,Number of item,6409,Kilogram,"126,993"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",353,Slovakia,2,Number of item,4332,Kilogram,"79,760"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",359,Montenegro,1,Number of item,2166,Kilogram,"42,276"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",410,Brazil,62,Number of item,133758,Kilogram,"2,521,769"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",433,Paraguay,1,Number of item,2077,Kilogram,"45,003"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",501,Canada,27,Number of item,59239,Kilogram,"1,876,725"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",502,United States,25,Number of item,55741,Kilogram,"3,704,829"
202009,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",601,Australia,10,Number of item,21660,Kilogram,"469,101"
202009,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",103,Bangladesh,9360,Number of item,2432200,Kilogram,"6,147,991"
202009,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",106,Myanmar,1,Number of item,150,Kilogram,379
202009,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",107,Cambodia,4,Number of item,5300,Kilogram,"58,000"
202009,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",108,Cyprus,1,Number of item,420,Kilogram,"2,236"
202009,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",110,"Hong Kong,China",71,Number of item,7042,Kilogram,"119,313"
202009,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",111,India,6642,Number of item,1529070,Kilogram,"2,969,344"
202009,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",112,Indonesia,4,Number of item,5840,Kilogram,"45,172"
202009,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",114,Iraq,44,Number of item,9000,Kilogram,"12,100"
202009,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",115,Israel,55,Number of item,87150,Kilogram,"1,216,961"
