Year,Quarter,Sector,Measure,Value,SE,Lower CI,Upper CI
2018,2,316,Equipment limitations,D,D,,
2018,2,316,Storage limitations,0.0,0.0,,
2018,2,316,Logistics/transportation constraints,D,D,,
2018,2,316,Sufficient inventory of finished goods,0.0,0.0,,
2018,2,316,Strike or work stoppage,0.0,0.0,,
2018,2,316,Seasonal operations,D,D,,
2018,2,316,Environmental restrictions,0.0,0.0,,
2018,2,316,Other (actual production less than full production),D,D,,
2018,2,321,Building capital expenditures,0.2,Z,,
2018,2,321,Machinery capital expenditures,2.0,0.9,,
2018,2,321,Building retirements,0.0,0.0,,
2018,2,321,Machinery retirements,D,D,,
2018,2,321,"Price changed, product mix same",44.4,9.4,,
2018,2,321,Revised estimation assumptions,23.5,8.0,,
2018,2,321,Change in method of operation,3.3,2.6,,
2018,2,321,Change in product mix or specifications,11.3,4.8,,
2018,2,321,Change in material input,2.9,2.5,,
2018,2,321,Other (full capacity: current vs. prior quarter),27.0,9.1,,
2018,2,321,Not profitable to operate at full capacity,23.5,7.4,,
2018,2,321,Insufficient supply of materials,18.5,6.7,,
2018,2,321,Insufficient orders,37.5,7.5,,
2018,2,321,Insufficient supply of labor,32.4,7.8,,
2018,2,321,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,321,Equipment limitations,3.4,1.3,,
2018,2,321,Storage limitations,1.5,0.7,,
2018,2,321,Logistics/transportation constraints,6.3,2.9,,
2018,2,321,Sufficient inventory of finished goods,10.1,4.0,,
2018,2,321,Strike or work stoppage,0.0,0.0,,
2018,2,321,Seasonal operations,9.5,4.7,,
2018,2,321,Environmental restrictions,0.0,0.0,,
2018,2,321,Other (actual production less than full production),10.1,5.7,,
2018,2,322,Building capital expenditures,1.5,1.2,,
2018,2,322,Machinery capital expenditures,14.6,6.5,,
2018,2,322,Building retirements,0.0,0.0,,
2018,2,322,Machinery retirements,D,D,,
2018,2,322,"Price changed, product mix same",25.1,8.5,,
2018,2,322,Revised estimation assumptions,7.4,3.6,,
2018,2,322,Change in method of operation,D,D,,
2018,2,322,Change in product mix or specifications,45.2,11.5,,
2018,2,322,Change in material input,D,D,,
2018,2,322,Other (full capacity: current vs. prior quarter),26.4,14.4,,
2018,2,322,Not profitable to operate at full capacity,7.1,2.9,,
2018,2,322,Insufficient supply of materials,6.8,3.1,,
2018,2,322,Insufficient orders,61.2,10.0,,
2018,2,322,Insufficient supply of labor,15.0,5.8,,
2018,2,322,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,322,Equipment limitations,15.1,5.7,,
2018,2,322,Storage limitations,3.6,2.0,,
2018,2,322,Logistics/transportation constraints,2.0,1.3,,
2018,2,322,Sufficient inventory of finished goods,4.3,1.9,,
2018,2,322,Strike or work stoppage,0.0,0.0,,
2018,2,322,Seasonal operations,13.9,5.4,,
2018,2,322,Environmental restrictions,0.0,0.0,,
2018,2,322,Other (actual production less than full production),14.3,8.5,,
2018,2,323,Building capital expenditures,D,D,,
2018,2,323,Machinery capital expenditures,9.7,7.2,,
2018,2,323,Building retirements,0.0,0.0,,
2018,2,323,Machinery retirements,0.0,0.0,,
2018,2,323,"Price changed, product mix same",28.6,11.9,,
2018,2,323,Revised estimation assumptions,D,D,,
2018,2,323,Change in method of operation,20.5,11.0,,
2018,2,323,Change in product mix or specifications,26.1,10.3,,
2018,2,323,Change in material input,D,D,,
2018,2,323,Other (full capacity: current vs. prior quarter),30.3,12.0,,
2018,2,323,Not profitable to operate at full capacity,3.9,3.2,,
2018,2,323,Insufficient supply of materials,0.3,0.2,,
2018,2,323,Insufficient orders,90.5,4.6,,
2018,2,323,Insufficient supply of labor,8.3,4.5,,
2018,2,323,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,323,Equipment limitations,8.3,3.9,,
2018,2,323,Storage limitations,D,D,,
2018,2,323,Logistics/transportation constraints,0.0,0.0,,
2018,2,323,Sufficient inventory of finished goods,D,D,,
2018,2,323,Strike or work stoppage,0.0,0.0,,
2018,2,323,Seasonal operations,8.1,4.6,,
2018,2,323,Environmental restrictions,0.0,0.0,,
2018,2,323,Other (actual production less than full production),D,D,,
2018,2,324,Building capital expenditures,0.0,0.0,,
2018,2,324,Machinery capital expenditures,15.2,14.5,,
2018,2,324,Building retirements,0.0,0.0,,
2018,2,324,Machinery retirements,0.0,0.0,,
2018,2,324,"Price changed, product mix same",47.1,17.6,,
2018,2,324,Revised estimation assumptions,D,D,,
2018,2,324,Change in method of operation,D,D,,
2018,2,324,Change in product mix or specifications,6.2,3.1,,
2018,2,324,Change in material input,D,D,,
2018,2,324,Other (full capacity: current vs. prior quarter),23.3,16.3,,
2018,2,324,Not profitable to operate at full capacity,21.1,17.1,,
2018,2,324,Insufficient supply of materials,1.6,0.8,,
2018,2,324,Insufficient orders,29.2,16.4,,
2018,2,324,Insufficient supply of labor,D,D,,
2018,2,324,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,324,Equipment limitations,5.1,2.9,,
2018,2,324,Storage limitations,D,D,,
2018,2,324,Logistics/transportation constraints,4.3,3.6,,
2018,2,324,Sufficient inventory of finished goods,3.3,2.2,,
2018,2,324,Strike or work stoppage,0.0,0.0,,
2018,2,324,Seasonal operations,41.1,26.8,,
2018,2,324,Environmental restrictions,D,D,,
2018,2,324,Other (actual production less than full production),12.3,7.4,,
2018,2,325,Building capital expenditures,4.6,3.1,,
2018,2,325,Machinery capital expenditures,9.8,5.4,,
2018,2,325,Building retirements,0.0,0.0,,
2018,2,325,Machinery retirements,D,D,,
2018,2,325,"Price changed, product mix same",25.2,7.5,,
2018,2,325,Revised estimation assumptions,20.7,8.7,,
2018,2,325,Change in method of operation,7.9,5.6,,
2018,2,325,Change in product mix or specifications,27.7,8.1,,
2018,2,325,Change in material input,1.3,0.6,,
2018,2,325,Other (full capacity: current vs. prior quarter),34.3,9.1,,
2018,2,325,Not profitable to operate at full capacity,8.6,2.7,,
2018,2,325,Insufficient supply of materials,15.1,4.8,,
2018,2,325,Insufficient orders,54.2,6.6,,
2018,2,325,Insufficient supply of labor,14.6,5.3,,
2018,2,325,Lack of sufficient fuel or energy,D,D,,
2018,2,325,Equipment limitations,21.1,5.4,,
2018,2,325,Storage limitations,10.6,4.2,,
2018,2,325,Logistics/transportation constraints,6.7,3.0,,
2018,2,325,Sufficient inventory of finished goods,7.5,3.1,,
2018,2,325,Strike or work stoppage,0.0,0.0,,
2018,2,325,Seasonal operations,9.0,3.5,,
2018,2,325,Environmental restrictions,1.1,0.7,,
2018,2,325,Other (actual production less than full production),19.5,5.3,,
2018,2,326,Building capital expenditures,8.4,6.7,,
2018,2,326,Machinery capital expenditures,6.0,3.3,,
2018,2,326,Building retirements,0.0,0.0,,
2018,2,326,Machinery retirements,2.2,1.8,,
2018,2,326,"Price changed, product mix same",25.2,9.9,,
2018,2,326,Revised estimation assumptions,16.6,7.8,,
2018,2,326,Change in method of operation,8.6,6.6,,
2018,2,326,Change in product mix or specifications,40.0,10.3,,
2018,2,326,Change in material input,2.1,1.6,,
2018,2,326,Other (full capacity: current vs. prior quarter),13.6,7.2,,
2018,2,326,Not profitable to operate at full capacity,7.5,3.8,,
2018,2,326,Insufficient supply of materials,6.0,3.7,,
2018,2,326,Insufficient orders,84.2,5.1,,
2018,2,326,Insufficient supply of labor,18.9,5.9,,
2018,2,326,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,326,Equipment limitations,15.7,5.5,,
2018,2,326,Storage limitations,9.8,4.3,,
2018,2,326,Logistics/transportation constraints,3.2,2.4,,
2018,2,326,Sufficient inventory of finished goods,6.2,3.0,,
2018,2,326,Strike or work stoppage,0.0,0.0,,
2018,2,326,Seasonal operations,8.7,3.9,,
2018,2,326,Environmental restrictions,D,D,,
2018,2,326,Other (actual production less than full production),5.8,3.3,,
2018,2,327,Building capital expenditures,57.6,57.1,,
2018,2,327,Machinery capital expenditures,2.3,3.3,,
2018,2,327,Building retirements,0.0,0.0,,
2018,2,327,Machinery retirements,D,D,,
2018,2,327,"Price changed, product mix same",8.6,11.9,,
2018,2,327,Revised estimation assumptions,5.6,8.0,,
2018,2,327,Change in method of operation,D,D,,
2018,2,327,Change in product mix or specifications,6.3,8.9,,
2018,2,327,Change in material input,0.0,0.0,,
2018,2,327,Other (full capacity: current vs. prior quarter),26.3,35.6,,
2018,2,327,Not profitable to operate at full capacity,6.6,3.5,,
2018,2,327,Insufficient supply of materials,2.3,1.5,,
2018,2,327,Insufficient orders,61.7,7.2,,
2018,2,327,Insufficient supply of labor,25.8,6.1,,
2018,2,327,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,327,Equipment limitations,4.4,1.2,,
2018,2,327,Storage limitations,2.4,0.8,,
2018,2,327,Logistics/transportation constraints,6.0,3.3,,
2018,2,327,Sufficient inventory of finished goods,2.8,1.3,,
2018,2,327,Strike or work stoppage,0.0,0.0,,
2018,2,327,Seasonal operations,27.7,6.5,,
2018,2,327,Environmental restrictions,2.3,1.8,,
2018,2,327,Other (actual production less than full production),8.6,4.1,,
2018,2,331,Building capital expenditures,0.0,0.0,,
2018,2,331,Machinery capital expenditures,21.0,16.1,,
2018,2,331,Building retirements,0.0,0.0,,
2018,2,331,Machinery retirements,0.0,0.0,,
2018,2,331,"Price changed, product mix same",31.1,10.1,,
2018,2,331,Revised estimation assumptions,11.7,9.5,,
2018,2,331,Change in method of operation,17.0,16.5,,
2018,2,331,Change in product mix or specifications,38.9,15.5,,
2018,2,331,Change in material input,18.9,16.3,,
2018,2,331,Other (full capacity: current vs. prior quarter),11.2,4.8,,
2018,2,331,Not profitable to operate at full capacity,24.8,10.0,,
2018,2,331,Insufficient supply of materials,10.6,5.1,,
2018,2,331,Insufficient orders,58.4,9.3,,
2018,2,331,Insufficient supply of labor,16.6,6.2,,
2018,2,331,Lack of sufficient fuel or energy,D,D,,
2018,2,331,Equipment limitations,11.3,5.0,,
2018,2,331,Storage limitations,1.8,0.8,,
2018,2,331,Logistics/transportation constraints,1.9,1.0,,
2018,2,331,Sufficient inventory of finished goods,1.6,0.7,,
2018,2,331,Strike or work stoppage,0.0,0.0,,
2018,2,331,Seasonal operations,0.9,0.6,,
2018,2,331,Environmental restrictions,3.4,3.0,,
2018,2,331,Other (actual production less than full production),14.1,5.5,,
2018,2,332,Building capital expenditures,5.5,3.0,,
2018,2,332,Machinery capital expenditures,15.8,5.1,,
2018,2,332,Building retirements,D,D,,
2018,2,332,Machinery retirements,1.6,1.2,,
2018,2,332,"Price changed, product mix same",16.0,5.0,,
2018,2,332,Revised estimation assumptions,24.3,6.2,,
2018,2,332,Change in method of operation,14.3,4.9,,
2018,2,332,Change in product mix or specifications,19.8,5.1,,
2018,2,332,Change in material input,5.9,3.4,,
2018,2,332,Other (full capacity: current vs. prior quarter),26.4,6.1,,
2018,2,332,Not profitable to operate at full capacity,12.5,2.9,,
2018,2,332,Insufficient supply of materials,9.0,2.5,,
2018,2,332,Insufficient orders,77.4,3.6,,
2018,2,332,Insufficient supply of labor,30.2,4.0,,
2018,2,332,Lack of sufficient fuel or energy,D,D,,
2018,2,332,Equipment limitations,15.3,3.1,,
2018,2,332,Storage limitations,5.5,1.9,,
2018,2,332,Logistics/transportation constraints,2.7,1.4,,
2018,2,332,Sufficient inventory of finished goods,1.5,0.9,,
2018,2,332,Strike or work stoppage,0.0,0.0,,
2018,2,332,Seasonal operations,4.1,1.7,,
2018,2,332,Environmental restrictions,0.0,0.0,,
2018,2,332,Other (actual production less than full production),7.8,2.3,,
2018,2,333,Building capital expenditures,6.7,4.0,,
2018,2,333,Machinery capital expenditures,15.2,5.7,,
2018,2,333,Building retirements,D,D,,
2018,2,333,Machinery retirements,4.2,4.1,,
2018,2,333,"Price changed, product mix same",5.7,2.4,,
2018,2,333,Revised estimation assumptions,14.3,5.3,,
2018,2,333,Change in method of operation,3.7,1.9,,
2018,2,333,Change in product mix or specifications,32.4,7.3,,
2018,2,333,Change in material input,2.7,1.7,,
2018,2,333,Other (full capacity: current vs. prior quarter),41.1,8.2,,
2018,2,333,Not profitable to operate at full capacity,5.8,2.3,,
2018,2,333,Insufficient supply of materials,10.5,3.7,,
2018,2,333,Insufficient orders,63.9,5.6,,
2018,2,333,Insufficient supply of labor,34.7,5.9,,
2018,2,333,Lack of sufficient fuel or energy,D,D,,
2018,2,333,Equipment limitations,12.3,4.0,,
2018,2,333,Storage limitations,4.8,2.6,,
2018,2,333,Logistics/transportation constraints,1.9,1.6,,
2018,2,333,Sufficient inventory of finished goods,7.1,2.3,,
2018,2,333,Strike or work stoppage,D,D,,
2018,2,333,Seasonal operations,6.6,2.5,,
2018,2,333,Environmental restrictions,1.3,1.1,,
2018,2,333,Other (actual production less than full production),4.8,2.2,,
2018,2,334,Building capital expenditures,1.2,0.6,,
2018,2,334,Machinery capital expenditures,6.7,3.1,,
2018,2,334,Building retirements,D,D,,
2018,2,334,Machinery retirements,0.0,0.0,,
2018,2,334,"Price changed, product mix same",D,D,,
2018,2,334,Revised estimation assumptions,23.0,11.5,,
2018,2,334,Change in method of operation,D,D,,
2018,2,334,Change in product mix or specifications,44.5,12.8,,
2018,2,334,Change in material input,0.5,0.1,,
2018,2,334,Other (full capacity: current vs. prior quarter),29.6,11.6,,
2018,2,334,Not profitable to operate at full capacity,4.1,1.3,,
2018,2,334,Insufficient supply of materials,20.7,6.9,,
2018,2,334,Insufficient orders,83.3,5.4,,
2018,2,334,Insufficient supply of labor,13.6,4.9,,
2018,2,334,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,334,Equipment limitations,7.1,4.1,,
2018,2,334,Storage limitations,0.1,Z,,
2018,2,334,Logistics/transportation constraints,0.0,0.0,,
2018,2,334,Sufficient inventory of finished goods,1.7,0.8,,
2018,2,334,Strike or work stoppage,0.0,0.0,,
2018,2,334,Seasonal operations,4.1,3.9,,
2018,2,334,Environmental restrictions,0.0,0.0,,
2018,2,334,Other (actual production less than full production),2.3,0.9,,
2018,2,335,Building capital expenditures,0.0,0.0,,
2018,2,335,Machinery capital expenditures,D,D,,
2018,2,335,Building retirements,0.0,0.0,,
2018,2,335,Machinery retirements,D,D,,
2018,2,335,"Price changed, product mix same",36.7,22.2,,
2018,2,335,Revised estimation assumptions,3.3,1.9,,
2018,2,335,Change in method of operation,D,D,,
2018,2,335,Change in product mix or specifications,48.1,21.8,,
2018,2,335,Change in material input,D,D,,
2018,2,335,Other (full capacity: current vs. prior quarter),12.1,9.1,,
2018,2,335,Not profitable to operate at full capacity,7.6,4.0,,
2018,2,335,Insufficient supply of materials,13.7,6.8,,
2018,2,335,Insufficient orders,84.4,7.5,,
2018,2,335,Insufficient supply of labor,9.6,7.3,,
2018,2,335,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,335,Equipment limitations,9.2,7.1,,
2018,2,335,Storage limitations,D,D,,
2018,2,335,Logistics/transportation constraints,8.1,7.1,,
2018,2,335,Sufficient inventory of finished goods,2.1,0.9,,
2018,2,335,Strike or work stoppage,0.0,0.0,,
2018,2,335,Seasonal operations,0.8,0.6,,
2018,2,335,Environmental restrictions,0.0,0.0,,
2018,2,335,Other (actual production less than full production),3.9,2.1,,
2018,2,336,Building capital expenditures,7.3,6.1,,
2018,2,336,Machinery capital expenditures,19.3,7.7,,
2018,2,336,Building retirements,0.0,0.0,,
2018,2,336,Machinery retirements,10.6,8.8,,
2018,2,336,"Price changed, product mix same",22.9,9.8,,
2018,2,336,Revised estimation assumptions,20.9,11.2,,
2018,2,336,Change in method of operation,1.7,1.3,,
2018,2,336,Change in product mix or specifications,67.8,10.0,,
2018,2,336,Change in material input,7.7,4.8,,
2018,2,336,Other (full capacity: current vs. prior quarter),10.6,3.9,,
2018,2,336,Not profitable to operate at full capacity,8.8,3.9,,
2018,2,336,Insufficient supply of materials,13.7,5.3,,
2018,2,336,Insufficient orders,66.4,8.1,,
2018,2,336,Insufficient supply of labor,45.7,9.0,,
2018,2,336,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,336,Equipment limitations,15.6,6.4,,
2018,2,336,Storage limitations,1.8,1.1,,
2018,2,336,Logistics/transportation constraints,4.1,3.3,,
2018,2,336,Sufficient inventory of finished goods,3.8,1.9,,
2018,2,336,Strike or work stoppage,D,D,,
2018,2,336,Seasonal operations,3.5,3.3,,
2018,2,336,Environmental restrictions,D,D,,
2018,2,336,Other (actual production less than full production),6.0,2.8,,
2018,2,337,Building capital expenditures,D,D,,
2018,2,337,Machinery capital expenditures,1.6,1.1,,
2018,2,337,Building retirements,0.0,0.0,,
2018,2,337,Machinery retirements,D,D,,
2018,2,337,"Price changed, product mix same",D,D,,
2018,2,337,Revised estimation assumptions,D,D,,
2018,2,337,Change in method of operation,13.9,11.2,,
2018,2,337,Change in product mix or specifications,17.5,10.9,,
2018,2,337,Change in material input,0.0,0.0,,
2018,2,337,Other (full capacity: current vs. prior quarter),48.7,15.7,,
2018,2,337,Not profitable to operate at full capacity,5.4,4.9,,
2018,2,337,Insufficient supply of materials,1.3,0.8,,
2018,2,337,Insufficient orders,65.7,9.6,,
2018,2,337,Insufficient supply of labor,31.4,9.4,,
2018,2,337,Lack of sufficient fuel or energy,0.0,0.0,,
2018,2,337,Equipment limitations,2.4,1.6,,
2018,2,337,Storage limitations,5.5,3.7,,
2018,2,337,Logistics/transportation constraints,D,D,,
2018,2,337,Sufficient inventory of finished goods,1.1,0.7,,
2018,2,337,Strike or work stoppage,D,D,,
2018,2,337,Seasonal operations,0.7,0.4,,
2018,2,337,Environmental restrictions,0.0,0.0,,
2018,2,337,Other (actual production less than full production),12.5,7.1,,
2018,2,339,Building capital expenditures,D,D,,
2018,2,339,Machinery capital expenditures,4.1,2.1,,
2018,2,339,Building retirements,0.0,0.0,,
2018,2,339,Machinery retirements,0.4,0.2,,
2018,2,339,"Price changed, product mix same",2.7,1.9,,
2018,2,339,Revised estimation assumptions,31.4,13.7,,
2018,2,339,Change in method of operation,6.2,6.1,,
2018,2,339,Change in product mix or specifications,36.7,11.8,,
2018,2,339,Change in material input,10.5,9.6,,
2018,2,339,Other (full capacity: current vs. prior quarter),29.1,10.6,,
2018,2,339,Not profitable to operate at full capacity,8.9,4.4,,
2018,2,339,Insufficient supply of materials,1.8,1.0,,
2018,2,339,Insufficient orders,70.0,7.5,,
2018,2,339,Insufficient supply of labor,11.9,5.8,,
